Trees;Instances;Features;Max;Avg
4;180;4;77.4074;75.6667
4;180;5;77.7778;74.6667
4;180;6;79.6296;76
4;180;7;74.4444;72
4;180;8;78.1481;74
4;180;9;78.8889;76.6667
4;185;2;75.1852;70.6667
4;185;3;77.7778;71.6667
4;185;4;78.5185;74.3333
4;185;5;72.5926;71.3333
4;185;6;68.1481;65.3333
4;185;7;76.2963;73.6667
4;185;8;77.4074;72.6667
4;185;9;77.7778;71.3333
4;190;2;74.8148;72
4;190;3;77.4074;71.3333
4;190;4;73.7037;70.6667
4;190;5;79.6296;77
4;190;6;77.7778;72.3333
4;190;7;76.6667;73.3333
4;190;8;76.6667;75.3333
4;190;9;78.1481;76.3333
4;195;2;72.5926;69.3333
4;195;3;73.7037;69.6667
4;195;4;74.4444;72
4;195;5;76.6667;70.6667
4;195;6;77.4074;75.6667
4;195;7;75.5556;73
4;195;8;77.037;76
4;195;9;78.8889;72
4;200;2;76.2963;72
4;200;3;75.1852;72.3333
4;200;4;79.2593;73
4;200;5;75.9259;74.3333
4;200;6;77.4074;71
4;200;7;77.037;70.6667
4;200;8;78.8889;73
4;200;9;78.5185;77
4;205;2;74.4444;72.3333
4;205;3;77.4074;72.6667
4;205;4;76.2963;70.3333
4;205;5;74.0741;71.6667
4;205;6;77.7778;75.6667
4;205;7;77.7778;69.6667
4;205;8;78.1481;77
4;205;9;76.2963;72.6667
4;210;2;77.037;74.3333
4;210;3;77.4074;72
4;210;4;78.8889;76.6667
4;210;5;76.2963;69.3333
4;210;6;78.8889;70.3333
4;210;7;73.7037;69.3333
4;210;8;78.8889;75.6667
4;210;9;78.1481;76.3333
4;215;2;71.8519;68.3333
4;215;3;73.3333;70.3333
4;215;4;77.7778;73
4;215;5;74.4444;69.6667
4;215;6;73.7037;71.3333
4;215;7;75.9259;71.3333
4;215;8;77.4074;75.3333
4;215;9;71.1111;69.6667
4;220;2;71.8519;70.6667
4;220;3;76.6667;74.3333
4;220;4;73.3333;68.6667
4;220;5;77.7778;72
4;220;6;77.7778;74.3333
4;220;7;78.8889;73.6667
4;220;8;78.5185;74
4;220;9;77.7778;71
4;225;2;76.2963;72.6667
4;225;3;72.963;70.6667
4;225;4;77.037;73.6667
4;225;5;75.9259;72.3333
4;225;6;78.5185;76
4;225;7;75.9259;74.3333
4;225;8;75.9259;70.6667
4;225;9;78.5185;76
4;230;2;75.9259;71.6667
4;230;3;74.4444;70.6667
4;230;4;72.2222;68.3333
4;230;5;73.3333;68.3333
4;230;6;74.0741;72.3333
4;230;7;77.7778;73.6667
4;230;8;77.037;74.6667
4;230;9;78.5185;73.6667
4;235;2;72.5926;66.6667
4;235;3;78.1481;72.3333
4;235;4;74.4444;69.3333
4;235;5;75.5556;71.6667
4;235;6;76.6667;70
4;235;7;77.7778;72.6667
4;235;8;76.2963;74
4;235;9;77.037;76.6667
4;240;2;74.8148;72
4;240;3;74.4444;70.6667
4;240;4;75.9259;74.3333
4;240;5;77.4074;76.6667
4;240;6;77.4074;76.3333
4;240;7;78.8889;76
4;240;8;75.5556;63.3333
4;240;9;76.2963;73
4;245;2;77.037;71.3333
4;245;3;75.5556;73.6667
4;245;4;76.2963;70
4;245;5;77.4074;73
4;245;6;77.037;74.6667
4;245;7;77.037;70
4;245;8;71.8519;67.6667
4;245;9;75.9259;73
4;250;2;78.1481;72
4;250;3;76.6667;74.6667
4;250;4;73.3333;71.3333
4;250;5;75.5556;70.6667
4;250;6;76.6667;71
4;250;7;78.1481;76
4;250;8;76.6667;73.6667
4;250;9;76.2963;73.6667
4;255;2;75.1852;72.6667
4;255;3;76.2963;72
4;255;4;77.7778;74.6667
4;255;5;78.8889;77
4;255;6;79.2593;75.6667
4;255;7;76.6667;67.6667
4;255;8;77.037;72.3333
4;255;9;78.8889;69.6667
4;260;2;79.6296;74.3333
4;260;3;75.9259;73
4;260;4;78.1481;69.6667
4;260;5;75.9259;73.3333
4;260;6;77.7778;69.3333
4;260;7;76.6667;69.3333
4;260;8;75.9259;73.3333
4;260;9;75.9259;73.6667
4;265;2;78.5185;73
4;265;3;71.4815;70.3333
4;265;4;77.4074;73.3333
4;265;5;75.9259;70.6667
4;265;6;71.8519;69.6667
4;265;7;77.7778;75.6667
4;265;8;77.037;67.3333
4;265;9;76.2963;71.6667
4;270;2;76.2963;73
4;270;3;76.6667;71.6667
4;270;4;77.037;69
4;270;5;76.6667;72
4;270;6;77.037;74.3333
4;270;7;78.8889;75.6667
4;270;8;73.7037;66.6667
4;270;9;76.2963;75
4;275;2;73.7037;72.6667
4;275;3;76.2963;74.3333
4;275;4;74.0741;70.3333
4;275;5;77.4074;69.6667
4;275;6;77.4074;70.3333
4;275;7;75.9259;72.6667
4;275;8;78.5185;77.6667
4;275;9;77.7778;75.6667
4;280;2;77.037;72
4;280;3;75.1852;69.6667
4;280;4;75.5556;71.6667
4;280;5;75.1852;73
4;280;6;78.8889;74.6667
4;280;7;77.037;66.6667
4;280;8;77.037;72
4;280;9;72.963;68.3333
4;285;2;73.7037;68.6667
4;285;3;75.9259;72
4;285;4;74.8148;70.6667
4;285;5;78.8889;72
4;285;6;75.5556;73
4;285;7;77.7778;73.6667
4;285;8;75.5556;73
4;285;9;76.6667;74
5;5;2;74.4444;70
5;5;3;73.7037;69
5;5;4;72.963;71.3333
5;5;5;75.9259;70.6667
5;5;6;68.8889;67
5;5;7;71.4815;67
5;5;8;74.0741;70.3333
5;5;9;70.7407;68.6667
5;10;2;74.4444;71.3333
5;10;3;71.1111;67.6667
5;10;4;72.2222;69.6667
5;10;5;68.1481;66
5;10;6;68.5185;65
5;10;7;70.3704;68.6667
5;10;8;68.1481;66.3333
5;10;9;72.2222;67.6667
5;15;2;76.6667;73.3333
5;15;3;74.0741;72.3333
5;15;4;69.6296;68
5;15;5;72.963;71.6667
5;15;6;72.963;67
5;15;7;71.4815;65.3333
5;15;8;68.5185;64.3333
5;15;9;70.3704;67.6667
5;20;2;76.2963;72.6667
5;20;3;73.3333;68
5;20;4;72.2222;68.3333
5;20;5;70.7407;68.3333
5;20;6;71.8519;68.3333
5;20;7;72.2222;71
5;20;8;71.1111;70.3333
5;20;9;68.5185;66
5;25;2;72.2222;71.3333
5;25;3;71.4815;70
5;25;4;72.5926;69.3333
5;25;5;75.9259;71
5;25;6;70.7407;69.3333
5;25;7;72.5926;69.3333
5;25;8;72.5926;71.6667
5;25;9;70.3704;68.6667
5;30;2;73.7037;71.3333
5;30;3;76.2963;73.3333
5;30;4;76.6667;72.3333
5;30;5;72.963;71
5;30;6;72.5926;69.6667
5;30;7;75.1852;70.6667
5;30;8;71.4815;69.3333
5;30;9;73.7037;68.3333
5;35;2;75.9259;74.6667
5;35;3;74.8148;71
5;35;4;75.5556;73
5;35;5;75.5556;72.6667
5;35;6;74.0741;70.6667
5;35;7;73.3333;71.3333
5;35;8;75.9259;71.6667
5;35;9;68.8889;67
5;40;2;76.6667;74.3333
5;40;3;77.037;75
5;40;4;75.5556;74.3333
5;40;5;75.1852;72.3333
5;40;6;74.4444;73.3333
5;40;7;72.2222;71.3333
5;40;8;71.8519;70.6667
5;40;9;74.8148;72.3333
5;45;2;74.8148;72
5;45;3;74.4444;73.3333
5;45;4;75.5556;73.3333
5;45;5;74.4444;71.3333
5;45;6;77.037;74
5;45;7;74.0741;73
5;45;8;73.7037;71
5;45;9;75.5556;70.6667
5;50;2;78.8889;75.3333
5;50;3;77.7778;71
5;50;4;74.8148;73
5;50;5;73.3333;69
5;50;6;73.3333;71.3333
5;50;7;74.8148;72.6667
5;50;8;73.3333;72.3333
5;50;9;74.0741;72.3333
5;55;2;77.4074;72.6667
5;55;3;76.6667;74.3333
5;55;4;75.5556;72.6667
5;55;5;74.4444;73
5;55;6;75.1852;73.3333
5;55;7;74.4444;70.3333
5;55;8;75.5556;74.3333
5;55;9;75.1852;73.6667
5;60;2;78.1481;74.3333
5;60;3;77.7778;70
5;60;4;76.6667;74.6667
5;60;5;77.037;73.6667
5;60;6;75.9259;72
5;60;7;74.8148;72.6667
5;60;8;75.9259;71.3333
5;60;9;74.0741;72.6667
5;65;2;77.7778;76.6667
5;65;3;74.0741;72.6667
5;65;4;76.6667;75
5;65;5;75.5556;73.3333
5;65;6;76.2963;74
5;65;7;75.9259;74.3333
5;65;8;75.1852;72
5;65;9;75.5556;74.3333
5;70;2;75.1852;74.6667
5;70;3;75.5556;74.6667
5;70;4;77.7778;70
5;70;5;75.9259;73
5;70;6;76.2963;74.3333
5;70;7;72.963;72
5;70;8;75.1852;73.3333
5;70;9;74.0741;73
5;75;2;77.037;73.3333
5;75;3;77.4074;68.3333
5;75;4;75.5556;72
5;75;5;77.037;74.3333
5;75;6;73.7037;72.3333
5;75;7;75.1852;74.3333
5;75;8;73.3333;72.3333
5;75;9;73.3333;72
5;80;2;72.2222;71.6667
5;80;3;78.1481;72.6667
5;80;4;77.037;70.6667
5;80;5;76.6667;71
5;80;6;73.7037;72.3333
5;80;7;76.6667;75
5;80;8;77.037;75.3333
5;80;9;77.4074;72
5;85;2;73.7037;72
5;85;3;75.5556;73.6667
5;85;4;75.9259;74.3333
5;85;5;76.2963;75.3333
5;85;6;76.6667;75
5;85;7;75.5556;71.6667
5;85;8;76.6667;71.3333
5;85;9;77.7778;73.3333
5;90;2;75.9259;71.3333
5;90;3;77.037;76
5;90;4;76.2963;74.6667
5;90;5;77.4074;75.3333
5;90;6;75.1852;73.6667
5;90;7;74.8148;73
5;90;8;74.4444;73
5;90;9;76.2963;71
5;95;2;78.8889;75.3333
5;95;3;77.4074;75
5;95;4;78.5185;73.3333
5;95;5;75.1852;73.6667
5;95;6;76.6667;71
5;95;7;75.9259;72.3333
5;95;8;77.7778;74.3333
5;95;9;75.9259;74
5;100;2;76.2963;72.6667
5;100;3;74.0741;72.6667
5;100;4;77.4074;75
5;100;5;76.2963;75
5;100;6;75.9259;74.3333
5;100;7;79.6296;73.6667
5;100;8;77.4074;74.3333
5;100;9;76.6667;74.6667
5;105;2;75.1852;72
5;105;3;74.8148;72.6667
5;105;4;76.2963;74
5;105;5;77.037;72.6667
5;105;6;75.5556;74.6667
5;105;7;75.5556;72.3333
5;105;8;77.7778;76.3333
5;105;9;75.5556;73.3333
5;110;2;75.5556;72.3333
5;110;3;78.5185;75.3333
5;110;4;75.5556;72.6667
5;110;5;78.1481;71.6667
5;110;6;79.6296;76.3333
5;110;7;74.8148;73.6667
5;110;8;75.9259;73.3333
5;110;9;75.5556;73.3333
5;115;2;78.5185;75.6667
5;115;3;77.4074;74.6667
5;115;4;76.6667;73.6667
5;115;5;76.2963;69.3333
5;115;6;76.2963;74.6667
5;115;7;77.7778;74.6667
5;115;8;79.2593;76
5;115;9;77.037;76.3333
5;120;2;78.5185;76.3333
5;120;3;78.1481;73.3333
5;120;4;77.4074;75.3333
5;120;5;81.4815;75.6667
5;120;6;77.4074;74.3333
5;120;7;78.5185;74
5;120;8;78.5185;76.6667
5;120;9;76.6667;73.6667
5;125;2;77.037;71.3333
5;125;3;79.2593;76.6667
5;125;4;76.6667;73.6667
5;125;5;78.1481;77
5;125;6;77.7778;76.3333
5;125;7;79.2593;76.3333
5;125;8;76.2963;74.6667
5;125;9;76.6667;75.6667
5;130;2;77.037;76
5;130;3;76.6667;74
5;130;4;78.8889;76
5;130;5;78.1481;75.3333
5;130;6;77.037;73.6667
5;130;7;79.2593;76.3333
5;130;8;76.6667;72.6667
5;130;9;75.5556;73
5;135;2;75.1852;73.3333
5;135;3;78.1481;74.3333
5;135;4;78.8889;75.6667
5;135;5;78.1481;75.3333
5;135;6;76.2963;73
5;135;7;75.1852;74.3333
5;135;8;78.1481;76.3333
5;135;9;77.037;70.6667
5;140;2;76.2963;71.6667
5;140;3;77.7778;75.3333
5;140;4;77.037;76.3333
5;140;5;75.5556;72.3333
5;140;6;81.1111;76
5;140;7;78.5185;75.6667
5;140;8;74.8148;71.6667
5;140;9;75.5556;70
5;145;2;74.4444;73
5;145;3;76.6667;74
5;145;4;77.7778;76
5;145;5;76.6667;75
5;145;6;77.4074;75.6667
5;145;7;76.2963;74.6667
5;145;8;76.2963;74
5;145;9;74.8148;73
5;150;2;75.9259;71.6667
5;150;3;76.2963;74
5;150;4;78.5185;73.3333
5;150;5;75.1852;72
5;150;6;78.5185;75.6667
5;150;7;78.8889;74
5;150;8;77.4074;76
5;150;9;78.8889;75.6667
5;155;2;74.8148;70.6667
5;155;3;75.9259;72.3333
5;155;4;78.5185;74.3333
5;155;5;77.037;72.6667
5;155;6;72.2222;70.6667
5;155;7;77.037;75
5;155;8;77.4074;73.3333
5;155;9;76.2963;72
5;160;2;76.2963;72
5;160;3;72.963;70.3333
5;160;4;76.2963;73.3333
5;160;5;75.5556;72.3333
5;160;6;82.2222;77.3333
5;160;7;77.7778;72.3333
5;160;8;77.037;72
5;160;9;75.9259;71.6667
5;165;2;76.2963;73
5;165;3;78.5185;73.6667
5;165;4;78.5185;73.3333
5;165;5;76.2963;73.6667
5;165;6;76.6667;73.3333
5;165;7;78.1481;76.6667
5;165;8;79.6296;74
5;165;9;76.2963;73.6667
5;170;2;73.7037;72.3333
5;170;3;77.4074;74.6667
5;170;4;77.037;73.3333
5;170;5;75.5556;73.3333
5;170;6;77.7778;72.6667
5;170;7;76.2963;72.3333
5;170;8;78.1481;77.3333
5;170;9;79.2593;78
5;175;2;75.1852;72
5;175;3;76.2963;74
5;175;4;75.5556;74
5;175;5;78.5185;71.6667
5;175;6;78.8889;76.6667
5;175;7;77.4074;74.3333
5;175;8;80;73
5;175;9;78.1481;74.3333
5;180;2;75.9259;71
5;180;3;80.7407;76
5;180;4;78.8889;75.6667
5;180;5;78.5185;74
5;180;6;77.7778;76
5;180;7;78.1481;75
5;180;8;75.5556;72
5;180;9;78.1481;77
5;185;2;78.5185;75.3333
5;185;3;77.4074;74.3333
5;185;4;77.037;73
5;185;5;74.0741;73.3333
5;185;6;74.8148;72
5;185;7;79.2593;77
5;185;8;77.7778;74
5;185;9;78.8889;75.3333
5;190;2;74.8148;73.6667
5;190;3;75.5556;72.3333
5;190;4;78.1481;75.3333
5;190;5;77.7778;74.6667
5;190;6;78.1481;73
5;190;7;78.8889;73.6667
5;190;8;78.5185;72.3333
5;190;9;76.6667;74.6667
5;195;2;75.1852;74.3333
5;195;3;76.6667;73
5;195;4;74.8148;73.3333
5;195;5;77.4074;74.3333
5;195;6;78.5185;75.3333
5;195;7;78.8889;77.3333
5;195;8;77.7778;76
5;195;9;77.037;72.6667
5;200;2;78.8889;77
5;200;3;73.7037;70
5;200;4;77.037;75.3333
5;200;5;77.7778;74.3333
5;200;6;78.8889;74.6667
5;200;7;73.3333;70.6667
5;200;8;76.6667;75.3333
5;200;9;77.7778;73
5;205;2;78.5185;75.3333
5;205;3;77.4074;75.6667
5;205;4;76.6667;75
5;205;5;78.5185;76
5;205;6;77.4074;75.6667
5;205;7;78.1481;75.6667
5;205;8;77.037;75.3333
5;205;9;75.1852;73
5;210;2;76.6667;74.3333
5;210;3;77.4074;74.6667
5;210;4;76.2963;73.6667
5;210;5;78.5185;74.6667
5;210;6;77.4074;74.3333
5;210;7;79.2593;75
5;210;8;76.6667;73.3333
5;210;9;78.1481;75
5;215;2;76.6667;71.6667
5;215;3;79.2593;76.3333
5;215;4;74.8148;72.6667
5;215;5;74.8148;71
5;215;6;76.6667;74.3333
5;215;7;76.6667;76
5;215;8;78.5185;77.3333
5;215;9;75.5556;74.3333
5;220;2;75.9259;71.6667
5;220;3;77.037;72.6667
5;220;4;75.9259;72.6667
5;220;5;77.4074;76.6667
5;220;6;77.7778;72.6667
5;220;7;77.4074;75.6667
5;220;8;75.1852;71.6667
5;220;9;78.5185;76.6667
5;225;2;76.2963;72.3333
5;225;3;78.8889;77
5;225;4;77.4074;75.6667
5;225;5;75.5556;73.3333
5;225;6;77.7778;72
5;225;7;78.5185;77
5;225;8;78.8889;76.3333
5;225;9;77.7778;75
5;230;2;77.7778;74.3333
5;230;3;78.1481;75
5;230;4;75.9259;74
5;230;5;79.2593;75.3333
5;230;6;78.5185;72.6667
5;230;7;76.6667;71.6667
5;230;8;78.1481;76.6667
5;230;9;77.037;75.6667
5;235;2;76.2963;75.3333
5;235;3;76.6667;71.6667
5;235;4;77.037;73
5;235;5;78.8889;77.3333
5;235;6;76.2963;73.6667
5;235;7;77.7778;76
5;235;8;78.8889;73.3333
5;235;9;76.6667;75.6667
5;240;2;77.037;69
5;240;3;77.037;75.3333
5;240;4;79.6296;77.3333
5;240;5;78.1481;77.6667
5;240;6;77.7778;74.6667
5;240;7;78.1481;72.3333
5;240;8;72.2222;69.3333
5;240;9;77.4074;74.6667
5;245;2;76.6667;70.3333
5;245;3;78.1481;73.6667
5;245;4;79.2593;76
5;245;5;79.2593;75.3333
5;245;6;74.4444;72
5;245;7;78.1481;76.3333
5;245;8;76.6667;74.6667
5;245;9;79.2593;77
5;250;2;74.8148;73.3333
5;250;3;75.9259;73.6667
5;250;4;77.037;74.6667
5;250;5;77.037;73.3333
5;250;6;79.6296;77.6667
5;250;7;75.1852;73.6667
5;250;8;77.4074;74.3333
5;250;9;78.1481;76
5;255;2;79.2593;73.6667
5;255;3;77.7778;74
5;255;4;77.037;75
5;255;5;79.2593;76.3333
5;255;6;75.5556;73.6667
5;255;7;77.037;74.3333
5;255;8;79.2593;77.3333
5;255;9;77.7778;76.6667
5;260;2;75.5556;74.3333
5;260;3;77.4074;76
5;260;4;77.4074;74.3333
5;260;5;76.2963;74.6667
5;260;6;79.6296;76.6667
5;260;7;77.7778;76
5;260;8;80;78
5;260;9;78.8889;75.3333
5;265;2;77.7778;74.3333
5;265;3;75.5556;69.6667
5;265;4;77.7778;75
5;265;5;78.1481;75.3333
5;265;6;75.9259;74.6667
5;265;7;77.037;74
5;265;8;77.4074;75.6667
5;265;9;78.1481;76.6667
5;270;2;76.2963;74
5;270;3;75.1852;72.3333
5;270;4;78.1481;76
5;270;5;78.8889;75.3333
5;270;6;78.8889;75.3333
5;270;7;75.5556;73.3333
5;270;8;77.037;75.3333
5;270;9;77.037;73.6667
5;275;2;75.1852;73.3333
5;275;3;78.5185;75.6667
5;275;4;80;77
5;275;5;78.8889;74.6667
5;275;6;77.037;75.3333
5;275;7;76.6667;71.3333
5;275;8;78.5185;77
5;275;9;76.2963;75
5;280;2;76.2963;72.6667
5;280;3;79.6296;77.6667
5;280;4;78.1481;75.3333
5;280;5;76.2963;72.6667
5;280;6;80;77
5;280;7;75.5556;73.3333
5;280;8;75.5556;70
5;280;9;77.037;74.3333
5;285;2;76.2963;73
5;285;3;78.1481;74
5;285;4;77.7778;75.3333
5;285;5;77.037;76
5;285;6;77.4074;76.6667
5;285;7;77.037;72.3333
5;285;8;76.6667;72.3333
5;285;9;77.037;73.3333
6;5;2;73.7037;69
6;5;3;74.0741;70.3333
6;5;4;73.7037;71
6;5;5;71.4815;66
6;5;6;72.2222;69.3333
6;5;7;74.4444;72.6667
6;5;8;72.963;69.3333
6;5;9;75.9259;74
6;10;2;72.2222;71
6;10;3;75.9259;71
6;10;4;71.8519;70
6;10;5;74.8148;70.3333
6;10;6;67.7778;65.3333
6;10;7;71.8519;66.6667
6;10;8;72.5926;69.6667
6;10;9;69.2593;67.6667
6;15;2;71.8519;69.6667
6;15;3;71.4815;69
6;15;4;74.0741;71.3333
6;15;5;70.7407;65.6667
6;15;6;67.7778;66.6667
6;15;7;69.2593;66.6667
6;15;8;73.3333;70.3333
6;15;9;68.8889;64
6;20;2;76.2963;74.3333
6;20;3;77.037;72.6667
6;20;4;74.4444;72.3333
6;20;5;75.1852;70.6667
6;20;6;73.3333;71.3333
6;20;7;74.8148;71
6;20;8;72.2222;68.6667
6;20;9;72.963;70
6;25;2;75.9259;69.3333
6;25;3;75.1852;73.3333
6;25;4;74.4444;72.6667
6;25;5;73.7037;71.6667
6;25;6;75.9259;72.6667
6;25;7;74.8148;71.6667
6;25;8;71.4815;68
6;25;9;71.4815;70.6667
6;30;2;73.7037;71.3333
6;30;3;74.8148;70.3333
6;30;4;73.7037;71.6667
6;30;5;75.1852;74.3333
6;30;6;74.8148;70.3333
6;30;7;75.5556;72.3333
6;30;8;76.2963;74.6667
6;30;9;72.963;68.6667
6;35;2;75.9259;72.3333
6;35;3;73.7037;71
6;35;4;76.2963;72.6667
6;35;5;76.2963;71.6667
6;35;6;75.1852;71.3333
6;35;7;74.4444;71.6667
6;35;8;76.2963;72
6;35;9;74.0741;72
6;40;2;76.2963;74.6667
6;40;3;75.9259;74.6667
6;40;4;77.4074;74
6;40;5;75.9259;70.6667
6;40;6;73.7037;70.6667
6;40;7;76.6667;73.6667
6;40;8;71.1111;69
6;40;9;73.3333;70.6667
6;45;2;74.8148;73
6;45;3;74.4444;73
6;45;4;76.2963;75
6;45;5;76.2963;71.3333
6;45;6;75.9259;74.6667
6;45;7;74.0741;70.6667
6;45;8;77.7778;73.3333
6;45;9;75.5556;73.6667
6;50;2;75.5556;74.3333
6;50;3;74.4444;72.6667
6;50;4;74.4444;72.3333
6;50;5;76.2963;73.6667
6;50;6;75.9259;73.6667
6;50;7;75.5556;72.6667
6;50;8;79.2593;76.3333
6;50;9;73.3333;71.6667
6;55;2;77.7778;76.3333
6;55;3;76.6667;71.3333
6;55;4;74.8148;69.3333
6;55;5;78.8889;76.3333
6;55;6;75.1852;73
6;55;7;71.4815;68.6667
6;55;8;74.8148;73.6667
6;55;9;72.963;69.6667
6;60;2;77.4074;72
6;60;3;77.4074;75
6;60;4;74.4444;71.6667
6;60;5;78.1481;76
6;60;6;78.1481;76
6;60;7;75.9259;73.3333
6;60;8;78.5185;74.3333
6;60;9;76.6667;73.6667
6;65;2;72.5926;69
6;65;3;74.8148;74
6;65;4;74.4444;71.3333
6;65;5;75.1852;72.6667
6;65;6;78.5185;75.3333
6;65;7;72.963;71.6667
6;65;8;74.8148;72
6;65;9;74.4444;71.6667
6;70;2;77.037;74
6;70;3;76.2963;74.6667
6;70;4;76.6667;74.6667
6;70;5;75.1852;72
6;70;6;75.1852;73.6667
6;70;7;76.2963;73.3333
6;70;8;75.5556;72.3333
6;70;9;76.6667;74
6;75;2;77.4074;74.6667
6;75;3;75.5556;72
6;75;4;77.037;75.3333
6;75;5;75.5556;74.3333
6;75;6;74.0741;72.3333
6;75;7;77.4074;73.6667
6;75;8;76.6667;74.3333
6;75;9;77.4074;73.3333
6;80;2;78.5185;75
6;80;3;77.7778;76.3333
6;80;4;76.2963;73
6;80;5;76.6667;75.3333
6;80;6;76.2963;75.3333
6;80;7;77.4074;75.6667
6;80;8;74.8148;73.6667
6;80;9;73.3333;72
6;85;2;74.8148;72
6;85;3;77.4074;73.3333
6;85;4;74.4444;73
6;85;5;78.5185;75
6;85;6;75.5556;73.6667
6;85;7;76.2963;72.3333
6;85;8;74.8148;73.3333
6;85;9;77.037;75.6667
6;90;2;75.1852;72.3333
6;90;3;77.4074;75
6;90;4;75.9259;72
6;90;5;75.9259;74.3333
6;90;6;79.2593;74.6667
6;90;7;77.037;74
6;90;8;77.7778;75
6;90;9;77.037;76
6;95;2;77.7778;76.6667
6;95;3;75.5556;74.6667
6;95;4;77.4074;73.3333
6;95;5;75.9259;72
6;95;6;74.4444;73
6;95;7;73.7037;72.3333
6;95;8;77.037;75.3333
6;95;9;76.2963;73
6;100;2;75.1852;73
6;100;3;71.1111;70.3333
6;100;4;77.7778;73.6667
6;100;5;73.7037;72.3333
6;100;6;77.037;74.6667
6;100;7;76.6667;74.6667
6;100;8;75.5556;73
6;100;9;77.7778;74.3333
6;105;2;77.7778;72.3333
6;105;3;77.4074;72
6;105;4;77.7778;74.3333
6;105;5;80;77.6667
6;105;6;77.7778;73
6;105;7;75.5556;74
6;105;8;79.2593;73.3333
6;105;9;77.037;75.6667
6;110;2;78.5185;75.6667
6;110;3;75.9259;74
6;110;4;76.2963;75
6;110;5;76.6667;74
6;110;6;76.2963;73.6667
6;110;7;73.3333;70.6667
6;110;8;77.4074;74.6667
6;110;9;80;74.6667
6;115;2;76.6667;74.6667
6;115;3;74.0741;73
6;115;4;78.1481;74
6;115;5;77.4074;75.6667
6;115;6;77.037;71
6;115;7;79.2593;77.3333
6;115;8;77.037;73
6;115;9;75.9259;75
6;120;2;72.2222;70.3333
6;120;3;76.2963;75
6;120;4;77.037;75.6667
